#File S7: MergeMap consensus genetic map for Pinus taeda and Pinus elliottii with genomic sequence alignments and predicted genes functions based on transcript alignments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Legend: MergeMarkerID - identifier of marker used in input maps to allow consensus map merging, GeneSeqID - identifier used in alignment analysis of a marker's sequence (see File S5), LG - linkage group, LG_pos_cM - centiMorgan position of the locus in the linkage group, Pos_lCI - cM position of the lower bound of locus 95% confidence interval, Pos_uCI - cM position of the upper bound of locus 95% CI, Delta_CIbounds - cM difference between upper and lower 95% CI, MarkerID - identifier for the specific marker allele mapped in a contributing input map, Marker_type - type of allele segregating for the locus (SNP - single nucleotide polymorphism; RFLP - restriction fragment length polymorphism; PAV - presence-absence variant; SSR - simple sequence repeat; estSSR - SSR from an expressed sequence tag; ESTP - expressed sequence tag polymorphism), Seg_qtl-base1 - the present or absent in the qtl-base1 map, Seg_qtl-base2 - present or absent in the qtl-base2 map, Seg_BC1 - present or absent in the BC1 map, Seg_10-5 - present (1) or absent (0) in the 10-5 map, Aligned_scaff_ID - scaffold or contig identifier of Pinus taeda RefSeq assembly v1.01, Aligned_genome_coord - start position..stop position for the best alignment  of the scaffold_ID with the marker GeneSeqID, Genome_pct_aligned - percent nucleotide sequence aligned length between the marker and P. taeda genome sequence, Genome_pct_ID - percent nucleotide sequence identity between the marker and aligned P. taeda genome sequence, Aligned_transcript(Accession_Pending) - predicted full-length Pinus taeda trascript ID - not yet assigned pending publication by Mockaitis et al., ESTvTr_pctID - percent nucleotide sequence identity between the EST marker and transcript, ESTvTr_alignlen - nucleotide length of alignment between the EST marker and transcript, ESTvTr_evalue - E-value of alignment between the EST marker and transcript, ESTvTr_bitscore - Bitscore of alignment between the EST marker and transcript, Aligned_CDD -  NCBI Conserved Domain Database accessionID assigned to the transcript, CDD_desc - description of the protein domain from the NCBI Conserved domain database, Tr_CDD_pctID - percent sequence identity between the transcript and the domain from the NCBI CDD, Tr_CDD_alignlen - length of alignment between the transcript and the domain  , Tr_CDD_evalue - E-value of alignment between the transcript and the domain, Tr_CDD_bitscore - Bitscore of alignment between the transcript and the domain, Aligned_AGI_prot - TAIR accession ID of the Arabidosis AGI map gene model with the highest amino acid sequence identity with the assigned translated P. taeda transcript, Prot_desc - description of the protein function of the TAIR gene model, Tr_AGI_pctID - percent amino acid sequence identity between the Arabidopsis and P. taeda proteins, Tr_AGI_alignlen - length of alignment between Arabidopsis and P. taeda transcripts, Tr_AGI_evalue - E-value of alignment between Arabidopsis and P.taeda transcripts, Tr_AGI_bitscore - Bitscore of alignment between Arabidopsis and P.taeda transcripts, MarkerAcc - NCBI/GenBank accession number for the marker sequence or for the best blastn match to the marker sequence, NP - the gene is reported on the 10-5 map3 of Neves et al. 2014 but was not positioned on our consensus map, NA - information not available."

MergeMarkerID,GeneSeqID,LG,LG_pos_cM,Pos_lCI,Pos_uCI,Delta_CIbounds,MarkerID,Marker_type,Seg_qtl-base1,Seg_qtl-base2,Seg_BC1,Seg_10-5,Aligned_scaff_ID,Aligned_genome_coord,Genome_pct_aligned,Genome_pct_ID,Aligned_transcript(Accession_Pending),ESTvTr_pctID,ESTvTr_alignlen,ESTvTr_evalue,ESTvTr_bitscore,Aligned_CDD,CDD_desc,Tr_CDD_pID,Tr_CDD_alignlen,Tr_CDD_evalue,Tr_CDD_bitscore,Aligned_AGI_prot,Prot_desc,Tr_AGI_pctID,Tr_AGI_alignlen,Tr_AGI_evalue,Tr_AGI_bitscore,MarkerAcc
0_8452,0_8452,4,163.61,163.22,164,0.78,0_8452_212,SNP,0,0,0,1,scaffold250361,70002--71979,99.7,99.8,AP,99.53,856,0,1525,CDD|214386,CHL00176; ftsH; Cell division protein; len=638,66.67,594,0,920,AT2G30950.1,FtsH extracellular protease family,83.71,663,0,765,gb|CX647866.1
2_10183,2_10183,4,167.29,166.76,167.81,1.05,2_10183_02_668,SNP,0,1,0,0,C30236876,770--76,100,98.7,AP,98.86,699,0,1225,CDD|227223,COG4886; Leucine-rich repeat (LRR) protein; len=394,35.68,213,3.00E-05,43.8,AT1G69550.1,Disease resistance protein TIR-NBS-LRR class,49.17,242,1.00E-31,125,gb|DR387612.1
0_13050,0_13050,4,167.32,166.89,167.74,0.85,0_13050_477,SNP,0,0,0,1,scaffold348740,17754--18526,100,99.3,AP,97.54,366,1.00E-173,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|CO364876.1
UMN_3180,UMN_3180,4,168.11,167.7,168.51,0.81,UMN_3180_01_354,SNP,0,1,1,1,tscaffold408,296385--295851,99.6,99.1,AP,99.07,539,0,940,CDD|217062,pfam02485; Branch; Core-2/I-Branching enzyme; len=242,32.08,265,6.00E-81,251,AT5G15050.1,Core-2/I-branching beta-1/6-N-acetylglucosaminyltransferase family protein,62.26,424,2.00E-146,427,gb|BQ700506.1
0_5511,0_5511,4,168.89,168.42,169.35,0.93,0_5511_221,SNP,0,0,0,1,scaffold331586.2,15139--10489,99.9,99.9,AP,99.88,868,0,1561,CDD|220392,pfam09770; Topoisomerase II-associated protein PAT1; len=804,25.18,278,9.00E-26,114,AT3G05680.1,Embryo defective 2016,12.4,653,2.00E-18,92.4,gb|DR057507.1
2_10180,2_10180,4,170.47,170,170.94,0.94,2_10180_435,SNP,0,0,0,1,C32282900,21510--22208,98.6,99.9,AP,99.57,703,0,1251,CDD|217659,pfam03652; Family protein UPF0081; len=134,30.88,136,3.00E-26,100,AT1G12244.1,Polynucleotidyl transferase/ ribonuclease H-like superfamily protein,59.65,171,7.00E-34,124,gb|DR090262.1
PtIFG_2802_5,PtIFG_2802,4,170.69,169.76,171.63,1.87,rflpPita_IFG_2802_5,RFLP,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PtIFG_2870_1,PtIFG_2870,4,170.82,169.89,171.76,1.87,rflpPita_IFG_2870_1,RFLP,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0_13017,0_13017,4,171.78,171.2,172.36,1.16,0_13017_02_332,SNP,0,1,1,0,scaffold39019.5,4164--4926,100,99.7,AP,99.87,763,0,1371,CDD|216918,pfam02179; BAG domain; len=76,34.09,44,9.00E-05,40.7,AT5G62390.1,BCL-2-associated athanogene 7,51.04,96,1.00E-17,85.5,gb|CO365790.1
2_4364,2_4364,4,173.99,173.46,174.51,1.05,2_4364_01_348,SNP,0,0,1,0,scaffold894349,49220--49971,93.7,70.5,AP,99.19,862,0,1530,CDD|233829,TIGR02349; DnaJ_bact; Chaperone protein DnaJ; len=354,29.31,58,0.005,35.3,AT5G17840.1,DnaJ/Hsp40 cysteine-rich domain superfamily protein,63.49,126,1.00E-22,90.8,gb|DR100932.1
0_17790,0_17790,4,175.99,175.16,176.82,1.66,0_17790_01_175,SNP,0,1,0,0,tscaffold2868,514761--513552,99.5,99.7,AP,99.69,635,0,1133,NA,NA,NA,NA,NA,NA,AT5G07830.1,Glucuronidase 2,50.92,544,0,599,gb|DR016952.1
0_15532,0_15532,4,176.18,175.69,176.67,0.98,0_15532_121,SNP,0,0,0,1,scaffold708587.1,79032--78662,100,99.7,AP,84.35,377,3.00E-114,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|CX714068.1
0_12229,0_12229,4,176.68,175.85,177.51,1.66,0_12229_01_56,SNP,0,1,0,1,scaffold147589,68655--69465,100,98.8,AP,99.38,809,0,1440,CDD|163615,cd00839; MPP_PAPs; Purple acid phosphatases of the metallophosphatase; len=294,33.61,119,3.00E-27,103,AT1G13900.1,Purple acid phosphatases superfamily protein,48.04,179,7.00E-33,124,gb|DR079585.1
estPtIFG_8898_a,PtIFG_8898,4,178.25,177.42,179.08,1.66,estPtIFG_8898_a,ESTP,1,0,0,0,tscaffold8184,93742--89862,96.6,99.5,AP,97.89,570,0,982,CDD|238121,cd00200; WD40 domain; len=289,26.28,293,5.00E-33,124,AT1G49910.1,Transducin/WD40 repeat-like superfamily protein,84.59,331,8.00E-64,209,gb|AA739796
0_9749,0_9749,4,178.51,178.09,178.93,0.84,0_9749_336,SNP,0,0,1,1,tscaffold2421,5249--5927,95.8,100,AP,99.85,679,0,1220,CDD|214568,smart00221; STYKc; Kinase; len=258,30.42,286,1.00E-55,190,AT1G79620.1,Leucine-rich repeat protein kinase family protein,58.45,568,9.00E-162,490,gb|DR090477.1
0_473,0_473,4,179.52,179.1,179.94,0.84,0_473_488,SNP,0,0,0,1,tscaffold6457,140563--142191,100,100,AP,99.4,665,0,1186,CDD|187754,cd09293; AMN1; Antagonist of mitotic exit network protein 1; len=226,30.39,181,2.00E-09,56.6,AT5G07670.1,RNI-like superfamily protein,51.16,430,4.00E-90,285,gb|CF671287.1
PtIFG_2220_B,PtIFG_2220,4,179.55,178.72,180.38,1.66,rflpPita_IFG_2220_B,RFLP,1,1,0,0,scaffold890513,22496--20312,100,99.5,AP,100,580,0,1047,CDD|214636,smart00360; RRM; RNA recognition motif; len=73,46.58,73,2.00E-28,103,AT4G13850.3,Glycine-rich RNA-binding protein 2,54.84,124,7.00E-35,123,gb|DT626617
UMN_5144,UMN_5144,4,186.32,185.91,186.72,0.81,UMN_5144_01_51,SNP,0,1,0,0,scaffold329362,35407--36519,100,100,AP,100,527,0,951,CDD|214568,smart00221; STYKc; Kinase; len=258,36.32,201,1.00E-51,180,AT1G79620.1,Leucine-rich repeat protein kinase family protein,49.49,689,2.00E-168,512,gb|BQ695715.1
0_14705,0_14705,5,0,0,0,0,0_14705_PAV,PAV,0,0,0,1,tscaffold4233,286399--286691,95.4,99.7,AP,99.66,293,5.00E-147,524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR058362.1
0_2413,0_2413,5,6.6,6.6,6.6,0,0_2413_325,SNP,0,0,0,1,scaffold144730.2,145965--143465,99.9,99.1,AP,99.6,505,0,902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR011181.1
0_16189,0_16189,5,9.87,9.86,9.87,0.01,0_16189_01_174,SNP,0,1,0,0,scaffold674651,40148--39865,98.2,95.2,AP,98.25,171,2.00E-75,289,NA,NA,NA,NA,NA,NA,AT5G07330.1,Uncharacterized protein,36.84,95,2.00E-15,69.8,gb|DR111913.1
2_9474,2_9474,5,10.31,10.31,10.31,0,2_9474_735,SNP,0,0,0,1,scaffold410483,263967--262675,100,99.8,AP,99.7,987,0,1770,CDD|214763,smart00647; IBR; In Between Ring fingers; len=64,47.62,63,1.00E-18,80.9,AT2G31510.1,IBR domain-containing protein,67.43,571,0,717,gb|DR052552.1
0_16499,0_16499,5,17.08,17.08,17.08,0,0_16499_272,SNP,0,0,0,1,scaffold896252,98085--191995,100,99.9,AP,99.88,805,0,1447,CDD|215700,pfam00080; Sod_Cu; Copper/zinc superoxide dismutase (SODC); len=140,52.05,146,2.00E-58,180,AT2G28190.1,Copper/zinc superoxide dismutase 2,68.87,151,1.00E-68,211,gb|DR094874.1
0_2074,0_2074,5,17.17,17.16,17.17,0.01,0_2074_01_75,SNP,0,1,0,0,tscaffold8281,109847--109064,100,99.8,AP,100,652,0,1177,CDD|238875,cd01837; SGNH_plant_lipase_like; len=315,42.69,335,1.00E-113,337,AT1G75890.2,GDSL-like Lipase/Acylhydrolase superfamily protein,28.49,358,2.00E-101,309,gb|CO168743.1
CL633Contig1,CL633Contig1,5,18.13,18.12,18.13,0.01,CL633Contig1_04_245,SNP,0,1,0,0,tscaffold9129,150616--148847,100,100,AP,100,1077,0,1943,CDD|239089,cd02396; PCBP_like_KH; K RNA-binding domain; PCBP_like; len=65,44.93,69,2.00E-16,73.3,AT5G15270.1,RNA-binding KH domain-containing protein,27.17,346,2.00E-52,184,gb|DR049393.1
2_6134,2_6134,5,18.13,18.12,18.13,0.01,2_6134_01_112,SNP,0,1,0,0,tscaffold3358,49168--50560,100,99.9,AP,99.77,854,0,1534,CDD|203293,pfam05627; AvrRpt-cleavage; Cleavage site for pathogenic type III effector avirulence; len=39,48.65,37,9.00E-08,48.8,AT5G55850.2,RPM1-interacting protein 4 (RIN4) family protein,56.76,37,8.00E-14,69,gb|DR165759.1
0_15653,0_15653,5,18.33,18.33,18.33,0,0_15653_170,SNP,0,0,0,1,C31822914,5665--5223,100,98,AP,99.77,442,0,792,CDD|219846,pfam08449; UAA transporter family; len=303,34.2,307,4.00E-98,294,AT1G14360.1,UDP-galactose transporter 3,72.76,323,3.00E-52,178,gb|CX714703.1
0_164,0_164,5,19.25,19.25,19.25,0,0_164_277,SNP,0,0,0,1,C32065732,4676--5150,81.2,97.7,AP,98.81,589,0,1027,CDD|220389,pfam09767; DUF2053; Membrane protein; len=159,51.55,161,1.00E-67,208,AT1G47640.1,Uncharacterized protein,80.18,227,1.00E-90,270,gb|DR742170.1
2_4502,2_4502,5,20.44,20.44,20.45,0.01,2_4502_01_161,SNP,0,1,0,1,tscaffold667,2534--3376,100,99.6,AP,99.64,843,0,1510,CDD|185539,PTZ00286; 6-phospho-1-fructokinase; len=459,48.39,124,1.00E-46,160,AT4G32840.1,Phosphofructokinase 6,68.22,129,5.00E-50,170,gb|DR165578.1
2_9574,2_9574,5,21.17,21.17,21.18,0.01,2_9574_01_351,SNP,0,1,1,0,tscaffold1364,290946--292083,100,100,AP,100,903,0,1629,CDD|215454,PLN02845; Branched-chain-amino-acid aminotransferase-like protein; len=336,62.16,333,0,541,AT5G57850.1,D-aminoacid aminotransferase-like PLP-dependent enzymes superfamily protein,59.05,337,3.00E-123,367,gb|DR163472.1
UMN_CL20Contig1,UMN_CL20Contig1,5,21.2,21.2,21.21,0.01,UMN_CL20Contig1_02_247,SNP,0,1,0,0,scaffold674651,40185--38976,100,99.3,AP,99.63,816,0,1458,NA,NA,NA,NA,NA,NA,AT5G07330.1,Uncharacterized protein,36.84,95,2.00E-15,69.8,gb|DR095306.1
0_13259,0_13259,5,21.75,21.74,21.76,0.02,0_13259_215,SNP,0,0,0,1,scaffold896347.2,7383--6901,100,96.9,AP,100,483,0,872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|CO368670.1
0_17172,0_17172,5,21.86,21.72,21.99,0.27,0_17172_01_612,SNP,0,0,1,0,scaffold838776,98446--98525,11.1,100,AP,99.52,631,0,1128,CDD|238875,cd01837; SGNH_plant_lipase_like; len=315,42.81,292,2.00E-95,292,AT1G75890.2,GDSL-like Lipase/Acylhydrolase superfamily protein,28.79,323,3.00E-93,290,gb|DR099827.1
CL2503Contig1,CL2503Contig1,5,21.86,21.85,21.86,0.01,CL2503Contig1_03_192,SNP,0,1,0,0,scaffold150628,4161--4659,62.5,99.2,AP,99.75,798,0,1431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR386070.1
2_3707,2_3707,5,22.68,22.68,22.69,0.01,2_3707_233,SNP,0,0,0,1,tscaffold1332,42802--43766,93.5,98.7,AP,99.52,832,0,1480,CDD|181834,PRK09414; Glutamate dehydrogenase; len=445,52.98,436,0,631,AT1G51720.1,Amino acid dehydrogenase family protein,69.44,445,0,575,gb|CO164127.1
CL363Contig1,CL363Contig1,5,23.64,23.56,23.71,0.15,CL363Contig1_04_101,SNP,0,1,0,0,C31743316,7746--8945,97.3,98.6,AP,97.46,1104,0,1871,CDD|215780,pfam00190; Cupin_1; Cupin; len=139,39.77,88,3.00E-27,100,AT5G26700.1,RmlC-like cupins superfamily protein,64.58,96,2.00E-29,109,gb|CX653187.1
CL4342Contig1,CL4342Contig1,5,24.12,24.02,24.22,0.2,CL4342Contig1_01_240,SNP,0,0,1,0,tscaffold469,169970--173446,100,93.2,AP,99.56,902,0,1611,CDD|236417,PRK09224; Threonine dehydratase; len=504,58.6,500,0,832,AT3G10050.1,L-O-methylthreonine resistant 1,66.37,571,0,626,gb|CO160904.1
1_2145,1_2145,5,25.47,25.21,25.72,0.51,1_2145_299,SNP,0,0,0,1,tscaffold5464,215483--214090,100,100,AP,100,636,0,1148,CDD|224117,COG1196; Smc; Chromosome segregation ATPases; len=1163,22.39,335,3.00E-13,72.1,AT2G19950.1,Golgin candidate 1,46.74,706,3.00E-40,157,gb|CV031535.1
0_13166,0_13166,5,25.59,25.53,25.64,0.11,0_13166_01_276,SNP,0,1,0,0,tscaffold9065,64519--65699,99.6,99.9,AP,99.66,885,0,1586,CDD|222749,pfam14432; DYW_deaminase; DYW family of nucleic acid deaminases; len=116,41.67,132,4.00E-27,107,AT4G02750.1,Tetratricopeptide repeat (TPR)-like superfamily protein,40.49,768,9.00E-176,531,gb|CO367114.1
CL1903Contig1,CL1903Contig1,5,26.25,25.78,26.72,0.94,CL1903Contig1_02_325,SNP,0,1,1,0,C32024398,9820--11022,99.4,99.3,AP,99.2,870,0,1539,CDD|149648,pfam08662; Eukaryotic translation initiation factor eIF2A; len=194,52.06,194,2.00E-105,315,AT1G73180.1,Eukaryotic translation initiation factor eIF2A family protein,55.92,456,1.00E-62,215,gb|DR120661.1
2_3604,2_3604,5,27.19,26.93,27.45,0.52,2_3604_222,SNP,0,0,0,1,scaffold838922.2,382662--381715,99.9,99.9,AP,100,770,0,1389,CDD|219584,pfam07800; DUF1644; Unknown function; len=148,46.67,195,2.00E-72,224,AT1G68140.3,Uncharacterized protein,43.8,258,3.00E-90,277,gb|CO166215.1
0_5056,0_5056,5,28.19,28.13,28.24,0.11,0_5056_02_284,SNP,0,1,0,0,scaffold558727,96320--95629,100,99.1,AP,99.47,566,0,1007,CDD|219002,pfam06376; DUF1070; Unknown function; len=34,70.59,34,6.00E-10,50.9,AT3G61640.1,Arabinogalactan protein 20,55.22,67,8.00E-11,55.4,gb|CF401551.1
0_1796,0_1796,5,28.68,28.2,29.15,0.95,0_1796_01_154,SNP,0,1,1,0,tscaffold7848,319095--318409,100,100,AP,100,687,0,1240,CDD|217320,pfam03016; Exostosin family; len=292,27.94,340,9.00E-59,197,AT4G13990.1,Exostosin family protein,36.52,471,2.00E-97,307,gb|CO168997.1
2_9283,2_9283,5,29.75,29.25,30.25,1,2_9283_257,SNP,0,0,0,1,scaffold174272,3583--3103,60.5,100,AP,100,778,0,1404,CDD|239089,cd02396; PCBP_like_KH; K RNA-binding domain; PCBP_like; len=65,44.93,69,2.00E-16,73.3,AT5G15270.1,RNA-binding KH domain-containing protein,27.17,346,2.00E-52,184,gb|DR078871.1
PtIFG_2963_3,PtIFG_2963,5,30.76,29.71,31.82,2.11,PtIFG_2963_3,RFLP,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0_6680,0_6680,5,31.09,30.6,31.59,0.99,0_6680_182,SNP,0,0,0,1,scaffold638374.1,57220--57470,39.7,98.8,AP,98.73,632,0,1108,CDD|223632,COG0558; PgsA; Phosphatidylglycerophosphate synthase; len=192,33.87,62,7.00E-14,65.5,AT2G39290.1,Phosphatidylglycerolphosphate synthase 1,76.36,55,5.00E-11,60.3,gb|CF398011.1
2_1941,2_1941,5,31.44,30.95,31.94,0.99,2_1941_746,SNP,0,0,0,1,scaffold23062,2495--4006,100,99.9,AP,97.63,1012,0,1734,CDD|237865,PRK14951; DNA polymerase III subunits gamma and tau; len=618,28.46,130,1.00E-12,66.3,NA,NA,NA,NA,NA,NA,gb|CO361300.1
UMN_2422,UMN_2422,5,31.62,31.13,32.12,0.99,UMN_2422_298,SNP,0,0,0,1,scaffold62352.2,41090--40478,98.9,99.5,AP,99.67,613,0,1097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|BQ655560.1
0_18809,0_18809,5,31.68,31.19,32.18,0.99,0_18809_607,SNP,0,0,0,1,scaffold897334.2,3798--2911,99.9,98.2,AP,97.86,888,0,1510,CDD|233165,TIGR00879; SP; MFS transporter; sugar porter  family; len=481,34.85,482,8.00E-91,289,AT3G18830.1,Polyol/monosaccharide transporter 5,52.67,486,1.00E-77,257,gb|DR015851.1
0_5464,0_5464,5,33.19,32.7,33.69,0.99,0_5464_02_158,SNP,0,1,0,1,C32521482,29461--31345,99.6,98.6,AP,99.23,778,0,1377,CDD|222080,pfam13369; Transglut_core2; Transglutaminase-like superfamily; len=154,31.67,120,1.00E-17,79.6,AT4G19160.2,Uncharacterized protein,54.7,404,4.00E-85,273,gb|DR164923.1
0_14385,0_14385,5,33.61,33.12,34.11,0.99,0_14385_02_294,SNP,0,1,0,0,C32521482,36196--38244,99.5,99.6,AP,99.36,783,0,1393,CDD|222080,pfam13369; Transglut_core2; Transglutaminase-like superfamily; len=154,28.75,160,2.00E-17,77.7,AT4G19160.2,Uncharacterized protein,58.68,334,1.00E-72,235,gb|CV034884.1
UMN_1264,UMN_1264,5,33.97,33.48,34.47,0.99,UMN_1264_01_258,SNP,0,1,0,0,tscaffold1192,37016--37372,100,98.9,AP,100,357,0,645,CDD|220603,pfam10152; DUF2360; Coiled-coil domain-containing protein; len=147,44.44,36,0.002,33.5,AT2G22640.1,BRICK1/ putative,73.08,78,2.00E-24,90.1,gb|CD027867.1
0_8972,0_8972,5,34.06,33.57,34.56,0.99,0_8972_01_135,SNP,0,1,1,1,scaffold332534.3,25327--24608,99.7,98.2,AP,99.16,718,0,1269,CDD|215924,pfam00447; HSF_DNA-bind; HSF-type DNA-binding protein; len=96,57.29,96,2.00E-50,166,AT4G17750.1,Heat shock factor 1,50,210,6.00E-60,204,gb|CX652712.1
CL1569Contig1,CL1569Contig1,5,34.29,33.76,34.82,1.06,CL1569Contig1_03_45,SNP,0,1,0,0,scaffold111047,20088--21139,100,99.2,AP,99.32,1024,0,1811,NA,NA,NA,NA,NA,NA,AT3G16070.1,Uncharacterized protein,44.68,47,2.00E-09,55.1,gb|CX653240.1
0_1839,0_1839,5,35.47,35.08,35.86,0.78,0_1839_78,SNP,0,0,0,1,tscaffold6651,156925--136118,100,98.5,AP,99.68,618,0,1106,CDD|238950,cd01992; PP-ATPase; N-terminal domain of predicted ATPase of the PP-loop faimly; len=185,38.3,47,4.00E-15,73.4,AT3G24560.1,Adenine nucleotide alpha hydrolases-like superfamily protein,36.8,500,8.00E-98,306,gb|CO174755.1
0_18317,0_18317,5,35.59,34.99,36.2,1.21,0_18317_01_77,SNP,0,1,0,1,tscaffold3771,249420--248384,99.7,99.7,AP,99.86,733,0,1317,CDD|216235,pfam00999; Na_H_Exchanger; Sodium/hydrogen exchanger family; len=370,25.38,327,2.00E-31,121,AT2G19600.1,K+ efflux antiporter 4,58.82,374,7.00E-54,187,gb|CO361300.1
UMN_CL194Contig1,UMN_CL194Contig1,5,35.59,34.99,36.2,1.21,UMN_CL194Contig1_04_130,SNP,0,1,0,0,scaffold23062,5382--2542,100,99.6,AP,99.58,1660,0,2964,CDD|236090,PRK07764; DNA polymerase III subunits gamma and tau; len=824,24.38,201,2.00E-14,73.1,AT3G22142.1,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein,19,300,2.00E-11,65.3,gb|CX652165.1
0_8922,0_8922,5,35.59,34.99,36.2,1.21,0_8922_01_645,SNP,0,1,0,0,tscaffold745,37403--38383,100,100,AP,99.31,578,0,1029,CDD|203405,pfam06200; tify; Tify domain; len=36,63.89,36,1.00E-13,64.8,AT4G32570.1,TIFY domain protein 8,38.41,138,1.00E-13,71.7,gb|DR021244.1
0_6427,0_6427,5,35.59,34.99,36.2,1.21,0_6427_02_341,SNP,0,1,0,0,scaffold162691.1,19616--20526,100,100,AP,99.56,911,0,1629,CDD|216560,pfam01544; CorA-like Mg2+ transporter protein; len=291,30,70,0.02,34.6,AT2G04305.1,Magnesium transporter CorA-like family protein,59.46,259,3.00E-80,253,gb|DR070738.1
0_13707,0_13707,5,35.59,34.99,36.2,1.21,0_13707_02_405,SNP,0,1,0,0,scaffold502543,18314--17491,100,99.5,AP,99.39,824,0,1463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR116717.1
0_11531,0_11531,5,35.59,34.99,36.2,1.21,0_11531_01_379,SNP,0,1,0,0,scaffold845834,48237--49056,100,100,AP,99.15,820,0,1454,CDD|191110,pfam04844; Ovate; Transcriptional repressor; ovate; len=60,56.9,58,3.00E-26,101,AT1G06920.1,Ovate family protein 4,36,125,8.00E-29,117,gb|DR160481.1
0_9341,0_9341,5,35.71,35.32,36.1,0.78,0_9341_581,SNP,0,0,0,1,tscaffold1296,323556--326581,99.4,99.7,AP,99.3,711,0,1260,CDD|218258,pfam04774; HABP4_PAI-RBP1; Hyaluronan / mRNA binding family; len=106,51.33,113,1.00E-24,96.7,AT4G17520.1,Hyaluronan / mRNA binding family,37.66,393,8.00E-16,78.2,gb|DR013356.1
2_5962,2_5962,5,36.16,35.56,36.77,1.21,2_5962_01_400,SNP,0,1,0,0,tscaffold1952,355275--356105,100,99.9,AP,99.16,831,0,1472,CDD|224323,COG1405; SUA7; Transcription initiation factor TFIIIB; len=285,32.83,198,9.00E-43,157,AT4G36650.1,Plant-specific TFIIB-related protein,73.28,348,2.00E-101,327,gb|CO196817.1
UMN_1385,UMN_1385,5,36.22,35.62,36.82,1.2,UMN_1385_01_39,SNP,0,1,0,0,tscaffold1331,424569--424239,95.4,99.7,AP,99.42,347,3.00E-175,618,CDD|192379,pfam09790; Hyccin; Uncharacterized protein; len=309,30.58,327,5.00E-65,213,AT5G64090.1,Uncharacterized protein,45.62,434,2.00E-117,355,gb|AA556822.1
2_9280,2_9280,5,36.58,35.98,37.18,1.2,2_9280_02_107,SNP,0,1,0,1,tscaffold6003,760908--761761,100,99.4,AP,99.65,854,0,1525,CDD|203011,pfam04433; SWIRM domain; len=80,37.35,83,5.00E-20,86.9,AT4G34430.3,DNA-binding family protein,36.06,965,3.00E-129,419,gb|DR069245.1
0_3192,0_3192,5,36.6,36,37.2,1.2,0_3192_01_146,SNP,0,1,0,0,scaffold900160,61235--60226,99.6,99.3,AP,99.78,913,0,1635,CDD|238125,cd00204; ANK; Ankyrin repeats; len=126,42.52,127,5.00E-32,119,AT3G24530.1,AAA-type ATPase family protein / ankyrin repeat family protein,68.82,465,2.00E-150,442,gb|CO164013.1
PtSIFG_0168,PtSIFG_0168,5,36.81,35.51,38.12,2.61,PtSIFG_0168,estSSR,1,0,0,0,scaffold638374.1,59642--58881,100,99,AP,100,101,4.00E-44,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|BV728740
CL385Contig1,CL385Contig1,5,39.78,39.19,40.37,1.18,CL385Contig1_01_195,SNP,0,1,1,0,tscaffold90,192042--191356,99.8,96.7,AP,99.36,629,0,1113,CDD|176863,cd07821; PYR_PYL_RCAR_like; Pyrabactin resistance 1 (PYR1); len=140,28.03,157,2.00E-30,109,AT4G32870.1,Polyketide cyclase/dehydrase and lipid transport superfamily protein,33.12,160,1.00E-22,90.5,gb|CF471830.1
CL909Contig1,CL909Contig1,5,39.92,39.33,40.52,1.19,CL909Contig1_04_120,SNP,0,1,1,0,scaffold221046,67073--76095,100,100,AP,100,1407,0,2538,CDD|214798,smart00743; Agenet; Tudor-like domain present in plant sequences; len=59,30.51,59,4.00E-10,59.3,AT4G17330.1,G2484-1 protein,32.96,1417,1.00E-121,430,gb|DR016428.1
PtRIP_0932,PtRIP_0932,5,41.94,40.48,43.41,2.93,PtRIP_0932,SSR,1,0,0,0,tscaffold7854,97196--96689,93.7,81.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|BV683119
